ID_FACILITY,svcId,svcName,Facility_Code,Facility_Name
29790,2,Condom Promotion and Distribution,11756,Ribe Dispensary
28609,2,Condom Promotion and Distribution,11566,Mariakani District Hospital
33366,2,Condom Promotion and Distribution,17023,Kaboi Dispensary
33367,2,Condom Promotion and Distribution,17024,Cheptingwich Dispensary
33368,2,Condom Promotion and Distribution,17025,Menegai Medical Clinic
23244,2,Condom Promotion and Distribution,14223,Bahati Dispensary
21284,2,Condom Promotion and Distribution,14611,Kabazi Health Centre
29444,2,Condom Promotion and Distribution,10756,Mukindu Dispensary
30641,2,Condom Promotion and Distribution,10979,Rurii (ACK) Dispensary
22722,2,Condom Promotion and Distribution,14345,Chepkongony Dispensary
21256,2,Condom Promotion and Distribution,14997,Koyo Health Centre
22772,2,Condom Promotion and Distribution,14752,Kapsaos Dispensary
20924,2,Condom Promotion and Distribution,14792,Kaptumo Sub-District Hospital
25494,2,Condom Promotion and Distribution,14414,Dr Mbuthia Clinic
22708,2,Condom Promotion and Distribution,14659,Kalalu Dispensary
23355,2,Condom Promotion and Distribution,15253,Muramati Dispensary
22494,2,Condom Promotion and Distribution,14480,Ethi Dispensary
23192,2,Condom Promotion and Distribution,15349,Ngobit Dispensary
33372,2,Condom Promotion and Distribution,17029,Segera Mission Dispensary
22269,2,Condom Promotion and Distribution,14857,Kibwareng Health Centre
29285,2,Condom Promotion and Distribution,13330,Dugo Health Centre
29818,2,Condom Promotion and Distribution,13342,Galmagalla Health Centre
29634,2,Condom Promotion and Distribution,13413,Nanighi Health Centre
30709,2,Condom Promotion and Distribution,13351,Godoma Health Centre (Nep)
28655,2,Condom Promotion and Distribution,13339,Bura District Hospital
29909,2,Condom Promotion and Distribution,13282,Alinjugur Health Centre
28628,2,Condom Promotion and Distribution,13314,Bute District Hospital
29910,2,Condom Promotion and Distribution,13405,Mansabubu Health Centre
29503,2,Condom Promotion and Distribution,13378,Kamuthe Health Centre
30038,2,Condom Promotion and Distribution,13288,Amuma Dispensary
30135,2,Condom Promotion and Distribution,13459,Yumbis Dispensary
24877,2,Condom Promotion and Distribution,14547,Heshima Medical Clinic (Nakuru North)
33374,2,Condom Promotion and Distribution,17031,Wasammy Medical Clinic
21034,2,Condom Promotion and Distribution,14572,Ime (AIC) Health Centre
23317,2,Condom Promotion and Distribution,15589,Sipili Health Centre
21235,2,Condom Promotion and Distribution,15339,Ngarua Health Centre
22406,2,Condom Promotion and Distribution,15690,Survey Dispensary
22807,2,Condom Promotion and Distribution,14800,Karaba Dispensary (Laikipia West)
23354,2,Condom Promotion and Distribution,15247,Muhotetu Dispensary
22943,2,Condom Promotion and Distribution,15187,Minjore Dispensary
22376,2,Condom Promotion and Distribution,15086,Lorien Dispensary
23326,2,Condom Promotion and Distribution,15170,Melwa Health Centre
23394,2,Condom Promotion and Distribution,15261,Mutara Dispensary
22966,2,Condom Promotion and Distribution,15520,Salama Health Centre (Laikipia West)
22379,2,Condom Promotion and Distribution,15093,Losogwa Dispensary
22458,2,Condom Promotion and Distribution,15614,Sosian Dispensary
24272,2,Condom Promotion and Distribution,16679,Mahianyu Dispensary
23287,2,Condom Promotion and Distribution,15417,Olmoran Health Centre
22940,2,Condom Promotion and Distribution,15461,Pesi Dispensary (Laikipia West)
23277,2,Condom Promotion and Distribution,15266,Mwenje Dispensary
24279,2,Condom Promotion and Distribution,16678,Kiruri Dispensary (Laikipia West)
23137,2,Condom Promotion and Distribution,15102,Luoniek Dispensary
22853,2,Condom Promotion and Distribution,16676,GOK Rumuruti Prisons Dispensary
24099,2,Condom Promotion and Distribution,16677,Kabati Dispensary (Laikipia West)
23399,2,Condom Promotion and Distribution,15404,Oljabet Health Centre
23299,2,Condom Promotion and Distribution,15328,Ndurumo Dispensary
33376,2,Condom Promotion and Distribution,17033,Muruku Dispensary
23273,2,Condom Promotion and Distribution,15263,Muthegera Dispensary
22415,2,Condom Promotion and Distribution,15723,Thigio Dispensary (Laikipia West)
21234,2,Condom Promotion and Distribution,15325,Ndindika Health Centre
33377,2,Condom Promotion and Distribution,17034,Location Medical Clinic
26413,2,Condom Promotion and Distribution,15719,Tenwek Mission Hospital
30175,2,Condom Promotion and Distribution,10432,Kairo Dispensary
29671,2,Condom Promotion and Distribution,10256,Gikui Health Centre
33380,2,Condom Promotion and Distribution,17037,Glory Ministry Medical Clinic
24924,2,Condom Promotion and Distribution,14936,Kiratina Medical Clinic
33381,2,Condom Promotion and Distribution,17038,Koloo Dispensary
33382,2,Condom Promotion and Distribution,17039,Ombo Kowiti Dispensary
28745,2,Condom Promotion and Distribution,10489,Karatu Health Centre
22346,2,Condom Promotion and Distribution,14838,Kerio Health Centre
20944,2,Condom Promotion and Distribution,15049,Lodwar District Hospital
22967,2,Condom Promotion and Distribution,14363,Chepsiro Dispensary
21214,2,Condom Promotion and Distribution,14379,Cherangany Health Centre
26601,2,Condom Promotion and Distribution,15229,Mosoriot Rural Health Training Centre
20847,2,Condom Promotion and Distribution,14753,Kapsara District Hospital
21375,2,Condom Promotion and Distribution,14734,Kaplamai Health Centre
21307,2,Condom Promotion and Distribution,15692,Suwerwa Health Centre
30716,2,Condom Promotion and Distribution,11941,Balesa Dispensary
21304,2,Condom Promotion and Distribution,15753,Turbo Health Centre
21314,2,Condom Promotion and Distribution,15616,Sosiani Health Centre
22307,2,Condom Promotion and Distribution,14907,Kipsacho Dispensary
22948,2,Condom Promotion and Distribution,15487,Riwo Dispensary
33388,2,Condom Promotion and Distribution,17044,St Monica Medical Clinic
33390,2,Condom Promotion and Distribution,17046,Dubai Medical Clinic
24577,2,Condom Promotion and Distribution,15375,Nyonjoro Maternity Home
28625,2,Condom Promotion and Distribution,15834,Busia District Hospital
30136,2,Condom Promotion and Distribution,15835,Busibwabo Dispensary
30527,2,Condom Promotion and Distribution,15891,GK Prisons Dispensary (Busia)
30051,2,Condom Promotion and Distribution,15897,Igara Dispensary
29389,2,Condom Promotion and Distribution,15937,Khayo Dispensary
29012,2,Condom Promotion and Distribution,15975,Lupida Health Centre
29562,2,Condom Promotion and Distribution,15985,Madende Dispensary
29478,2,Condom Promotion and Distribution,15995,Malanga Dispensary
31730,2,Condom Promotion and Distribution,16003,Matayos Community Clinic
28817,2,Condom Promotion and Distribution,16004,Matayos Health Centre
30334,2,Condom Promotion and Distribution,16043,Munongo Dispensary
28887,2,Condom Promotion and Distribution,16066,Nambale Health Centre
28766,2,Condom Promotion and Distribution,16074,Nasewa Health Centre
31223,2,Condom Promotion and Distribution,16080,New Busia Maternity & Nursing Home
31217,2,Condom Promotion and Distribution,16149,Tanaka Nursing Home
31635,2,Condom Promotion and Distribution,16165,Your Family Clinic
30391,2,Condom Promotion and Distribution,16486,Musibiriri Dispensary
29570,2,Condom Promotion and Distribution,15826,Bumutiru Dispensary
28619,2,Condom Promotion and Distribution,15939,Khunyangu Sub-District Hospital
28808,2,Condom Promotion and Distribution,15823,Bumala A Health Centre
31003,2,Condom Promotion and Distribution,15816,Bujumba Dispensary
30373,2,Condom Promotion and Distribution,15830,Burinda Dispensary
29407,2,Condom Promotion and Distribution,16485,Sikarira Dispensary
28869,2,Condom Promotion and Distribution,15824,Bumala B Health Centre
29555,2,Condom Promotion and Distribution,15840,Bwaliro Dispensary
33393,2,Condom Promotion and Distribution,17049,Kaiani Dispensary
33394,2,Condom Promotion and Distribution,17050,Angaga Dispensary
33397,2,Condom Promotion and Distribution,17053,Ilchalai Dispensary
29873,2,Condom Promotion and Distribution,15296,Namelok Health Centre
29601,2,Condom Promotion and Distribution,14200,Amboseli Dispensary
32633,2,Condom Promotion and Distribution,14201,Amboseli Serena Lodge Clinic
31750,2,Condom Promotion and Distribution,14281,Cedar Medical Clinic (Kimana)
30510,2,Condom Promotion and Distribution,14450,Emumwenyi Dispensary
31535,2,Condom Promotion and Distribution,14461,Enkirotet Medical Clinic
28910,2,Condom Promotion and Distribution,14467,Entarara Health Centre
21321,2,Condom Promotion and Distribution,15718,Tenges Health Centre
29819,2,Condom Promotion and Distribution,12038,Gichiche Dispensary
29703,2,Condom Promotion and Distribution,14569,Iltilal Health Centre
22501,2,Condom Promotion and Distribution,14568,Illinga'rua Dispensary
29803,2,Condom Promotion and Distribution,14573,Immurtot Health Centre
23683,2,Condom Promotion and Distribution,12357,Kithimani Dispensary
24190,2,Condom Promotion and Distribution,15382,Ochii Dispensary
23217,2,Condom Promotion and Distribution,15712,Tebei Dispensary
29985,2,Condom Promotion and Distribution,14581,Isinet Dispensary
23308,2,Condom Promotion and Distribution,15604,Sogon Dispensary
22746,2,Condom Promotion and Distribution,14729,Kapkuei Dispensary
28798,2,Condom Promotion and Distribution,14868,Kimana Health Centre
23647,2,Condom Promotion and Distribution,12465,Mamba Dispensary (Yatta)
30170,2,Condom Promotion and Distribution,15012,Langata Enkima Dispensary
28865,2,Condom Promotion and Distribution,12236,Kathonzweni Health Centre
22744,2,Condom Promotion and Distribution,14723,Kapkole Dispensary
28601,2,Condom Promotion and Distribution,12516,Meru District Hospital
22252,2,Condom Promotion and Distribution,14855,Kiboino Dispensary
23364,2,Condom Promotion and Distribution,14352,Cheplambus Dispensary
20896,2,Condom Promotion and Distribution,14607,Kabarnet District Hospital
22442,2,Condom Promotion and Distribution,15701,Talai Dispensary
23187,2,Condom Promotion and Distribution,14246,Bekibon Dispensary
33045,2,Condom Promotion and Distribution,10378,Jkuat Hospital
29986,2,Condom Promotion and Distribution,10041,Athi Dispensary
28915,2,Condom Promotion and Distribution,10236,Gatura Healh Centre
29430,2,Condom Promotion and Distribution,11971,Chugu Dispensary
28600,2,Condom Promotion and Distribution,11094,Thika Level 5 Hospital
29281,2,Condom Promotion and Distribution,15956,Kopsiro Health Centre
23366,2,Condom Promotion and Distribution,15386,Ol-Arabel Dispensary
22394,2,Condom Promotion and Distribution,15744,Tuiyobei Dispensary
24243,2,Condom Promotion and Distribution,14702,Kapindasim Dispensary
23193,2,Condom Promotion and Distribution,15346,Ngetmoi Dispensary
21604,2,Condom Promotion and Distribution,12215,Katangi Health Centre
21380,2,Condom Promotion and Distribution,15197,Mogorwa Health Centre
22418,2,Condom Promotion and Distribution,14269,Borrowonin Dispensary
33406,2,Condom Promotion and Distribution,17062,Amwamba Dispensary
33407,2,Condom Promotion and Distribution,17063,Dry's Dispensary
26510,2,Condom Promotion and Distribution,12488,Matuu District Hospital
33409,2,Condom Promotion and Distribution,17065,Kangeta G K Prison Dispensary
21395,2,Condom Promotion and Distribution,15522,Salawa Health Centre
20898,2,Condom Promotion and Distribution,15138,Marigat Sub District Hospital
22317,2,Condom Promotion and Distribution,14990,Koriema Dispensary
22813,2,Condom Promotion and Distribution,14809,Kasiela Dispensary
22866,2,Condom Promotion and Distribution,16673,Sorok Dispensary
22275,2,Condom Promotion and Distribution,14851,Kibingor Dispensary
22759,2,Condom Promotion and Distribution,14811,Kasitet Dispensary
22409,2,Condom Promotion and Distribution,15724,Timboiywo Dispensary
33413,2,Condom Promotion and Distribution,17069,Yala Dispensary
22735,2,Condom Promotion and Distribution,14710,Kapkelelwa Dispensary
24138,2,Condom Promotion and Distribution,12078,Ikombe Disp
24278,2,Condom Promotion and Distribution,16672,Kisonei Dispensary
22742,2,Condom Promotion and Distribution,14735,Kaplel Dispensary
21365,2,Condom Promotion and Distribution,15549,Seretunin Health Centre
22789,2,Condom Promotion and Distribution,14784,Kaptimbor Dispensary
22143,2,Condom Promotion and Distribution,15510,Sacho School Dispensary
21271,2,Condom Promotion and Distribution,14953,Kituro Health Centre
23250,2,Condom Promotion and Distribution,15912,Kabula Dispensary
23209,2,Condom Promotion and Distribution,15947,Kimaeti Dispensary
22149,2,Condom Promotion and Distribution,14608,Kabarnet High School Dispensary
24188,2,Condom Promotion and Distribution,15527,Sandai Dispensary
22994,2,Condom Promotion and Distribution,16124,Siboti Health Centre
23268,2,Condom Promotion and Distribution,16014,Mechimeru Dispensary
23199,2,Condom Promotion and Distribution,15821,Bulondo Dispensary
24267,2,Condom Promotion and Distribution,16019,Miluki Dispensary
33414,2,Condom Promotion and Distribution,17070,Grace Medical Care Centre
22348,2,Condom Promotion and Distribution,14976,Kokwa Dispensary
22356,2,Condom Promotion and Distribution,15042,Loboi Dispensary
21266,2,Condom Promotion and Distribution,14867,Kimalel Health Centre
22953,2,Condom Promotion and Distribution,15506,Sabor Dispensary
21369,2,Condom Promotion and Distribution,14677,Kampi Samaki Health Centre
21921,2,Condom Promotion and Distribution,14941,Kiserian Dispensary
21258,2,Condom Promotion and Distribution,15192,Mochongoi Health Centre
33415,2,Condom Promotion and Distribution,17071,Rei Dispensary
28693,2,Condom Promotion and Distribution,12420,Kyuso District Hospital
28809,2,Condom Promotion and Distribution,12805,Tseikuru Sub-District Hospital
29488,2,Condom Promotion and Distribution,16864,Ngongoni Dispensary (Kyuso)
33416,2,Condom Promotion and Distribution,17072,Boka
29352,2,Condom Promotion and Distribution,12479,Masyungwa Health Centre
29768,2,Condom Promotion and Distribution,12818,Twimyua Dispensary
28788,2,Condom Promotion and Distribution,12539,Mivukoni Health Centre
29566,2,Condom Promotion and Distribution,16099,Sacha Health Centre
28797,2,Condom Promotion and Distribution,12242,Katse Health Centre
33417,2,Condom Promotion and Distribution,17073,Koshok Dispensary
28811,2,Condom Promotion and Distribution,12654,Ngomeni Health Centre
30006,2,Condom Promotion and Distribution,12794,Tharaka Health Centre
30095,2,Condom Promotion and Distribution,12178,Kaningo Health Centre
33419,2,Condom Promotion and Distribution,17075,Bura Nomadic
33420,2,Condom Promotion and Distribution,17076,Kapkota Dispensary
33421,2,Condom Promotion and Distribution,17077,Roka
33422,2,Condom Promotion and Distribution,17078,Haroresa
33423,2,Condom Promotion and Distribution,17079,Meti Dispensary
33424,2,Condom Promotion and Distribution,17080,Wayu Boru
33425,2,Condom Promotion and Distribution,17081,Buwa
33426,2,Condom Promotion and Distribution,17082,Nyaporo Dispensary
33427,2,Condom Promotion and Distribution,17083,Kembu Dispensary
22397,2,Condom Promotion and Distribution,14311,Chemaner Dispensary (Bomet)
21309,2,Condom Promotion and Distribution,15714,Tegat Health Centre
22911,2,Condom Promotion and Distribution,15178,Merigi Dispensary
22417,2,Condom Promotion and Distribution,15751,Tumoi Dispensary
22932,2,Condom Promotion and Distribution,15570,Silibwet Dispensary (Bomet)
22304,2,Condom Promotion and Distribution,14939,Kiromwok Dispensary
33433,2,Condom Promotion and Distribution,17089,Kalamene Dispensary
21251,2,Condom Promotion and Distribution,14580,Irwaga Health Centre
23129,2,Condom Promotion and Distribution,15116,Makimeny Dispensary
22515,2,Condom Promotion and Distribution,14585,Itembe Dispensary
22301,2,Condom Promotion and Distribution,14952,Kitoben Dispensary
21363,2,Condom Promotion and Distribution,15587,Siongiroi Health Centre
21242,2,Condom Promotion and Distribution,15388,Olbutyo Health Centre
22243,2,Condom Promotion and Distribution,14903,Kiplelji Dispensary
22778,2,Condom Promotion and Distribution,14747,Kapoleseroi Dispensary
23417,2,Condom Promotion and Distribution,12562,Mukusu Dispensary
23444,2,Condom Promotion and Distribution,12498,Mbembani Dispensary
23717,2,Condom Promotion and Distribution,12362,Kithyoko Health Centre
23573,2,Condom Promotion and Distribution,12418,Kyondoni Dispensary
21204,2,Condom Promotion and Distribution,14261,Bomet Health Centre
24139,2,Condom Promotion and Distribution,12103,Iuuma Dispensary
21396,2,Condom Promotion and Distribution,15421,Olokyin Health Centre
22827,2,Condom Promotion and Distribution,14759,Kapsimotwa Dispensary
28572,2,Condom Promotion and Distribution,13335,Elwak District Hospital
23695,2,Condom Promotion and Distribution,12327,Kinyaata Dispensary
23330,2,Condom Promotion and Distribution,15540,Segutiet Dispensary
24158,2,Condom Promotion and Distribution,12101,Itunduimuni Health Centre
23171,2,Condom Promotion and Distribution,15323,Ndarawetta Dispensary
33445,2,Condom Promotion and Distribution,17100,Kalabata Dispensary
33446,2,Condom Promotion and Distribution,17101,Rondonin Dispensary
33447,2,Condom Promotion and Distribution,17102,Kibiryokwonin Dispensary
23646,2,Condom Promotion and Distribution,12305,Kikesa Dispensary
23440,2,Condom Promotion and Distribution,12592,Muthesya Dispensary
33449,2,Condom Promotion and Distribution,17104,Kwa Mwatu Dispensary
26177,2,Condom Promotion and Distribution,12490,Matuu Nursing Home
33450,2,Condom Promotion and Distribution,17105,Kaonyweni Dispensary
33451,2,Condom Promotion and Distribution,17106,Kangonde Health Centre
23648,2,Condom Promotion and Distribution,12347,Kisiiki Dispensary
21374,2,Condom Promotion and Distribution,14728,Kapkoros Health Centre
22717,2,Condom Promotion and Distribution,14676,Kamongil Dispensary
21127,2,Condom Promotion and Distribution,14628,Kaboson Health Centre
22445,2,Condom Promotion and Distribution,14302,Cheboyo Dispensary
22454,2,Condom Promotion and Distribution,14304,Chebunyo Dispensary
22831,2,Condom Promotion and Distribution,14815,Kataret Dispensary
22347,2,Condom Promotion and Distribution,15007,Lamuria Dispensary (Laikipia East)
33453,2,Condom Promotion and Distribution,17108,Masol Dispensary
29027,2,Condom Promotion and Distribution,13709,Kodiaga Prison Health Centre
30967,2,Condom Promotion and Distribution,13890,Nyalunya Dispensary
29400,2,Condom Promotion and Distribution,13722,Kowino Dispensary
29499,2,Condom Promotion and Distribution,14060,Rota Dispensary
29055,2,Condom Promotion and Distribution,13954,Ober Kamoth Health Centre
30516,2,Condom Promotion and Distribution,13609,Hongo Ogosa Dispensary
29113,2,Condom Promotion and Distribution,13738,Lumumba Health Centre
29544,2,Condom Promotion and Distribution,13647,Kajulu/Gita Dispensary
30717,2,Condom Promotion and Distribution,13524,Chiga Dispensary
30724,2,Condom Promotion and Distribution,12121,Kabaa Dispensary
30491,2,Condom Promotion and Distribution,14088,Simba Opepo Dispensary
30884,2,Condom Promotion and Distribution,13816,Miwani Dispensary
29073,2,Condom Promotion and Distribution,13887,Nyalenda Health Centre
33095,2,Condom Promotion and Distribution,13808,Milimani Hospital
29631,2,Condom Promotion and Distribution,13689,Kibos Sugar Research Dispensary
33032,2,Condom Promotion and Distribution,12730,Shalom Community Hospital (Machakos)
28984,2,Condom Promotion and Distribution,14020,Rabuor Health Centre
29018,2,Condom Promotion and Distribution,13807,Migosi Health Centre
29758,2,Condom Promotion and Distribution,15919,Kamuneru Dispensary
30494,2,Condom Promotion and Distribution,14027,Railways Dispensary (Kisumu)
29278,2,Condom Promotion and Distribution,15920,Kanganga Dispensary
32817,2,Condom Promotion and Distribution,14105,St Consolata Clinic
29976,2,Condom Promotion and Distribution,13923,Nyangande Dispensary
32789,2,Condom Promotion and Distribution,13637,K- Met Clinic
29660,2,Condom Promotion and Distribution,13654,Kanyagwal Dispensary
29565,2,Condom Promotion and Distribution,15922,Kapkateny Dispensary
33455,2,Condom Promotion and Distribution,17110,Koru Dispensary
33456,2,Condom Promotion and Distribution,17111,Mashambani Dispensary
29275,2,Condom Promotion and Distribution,15923,Kapsambu Dispensary
30702,2,Condom Promotion and Distribution,15924,Kaptalelio Dispensary
30802,2,Condom Promotion and Distribution,13310,Bore Hole 11 Health Centre
30797,2,Condom Promotion and Distribution,13440,Shimbir Fatuma Health Centre
29031,2,Condom Promotion and Distribution,15925,Kaptama (Friends) Health Centre
30776,2,Condom Promotion and Distribution,13388,Kotulo Health Centre (Mandera Central)
30792,2,Condom Promotion and Distribution,16444,Garsesala Dispensary
30250,2,Condom Promotion and Distribution,13341,Fincharo Dispensary
30796,2,Condom Promotion and Distribution,13455,Wargadud Health Centre
30803,2,Condom Promotion and Distribution,13294,Ashabito Health Centre
28542,2,Condom Promotion and Distribution,13423,Rhamu Sub-District Hospital
30795,2,Condom Promotion and Distribution,13456,Yabicho Health Centre
33457,2,Condom Promotion and Distribution,17112,Luanda Wayside Clinic
29918,2,Condom Promotion and Distribution,15887,Esitsaba Dispensary
30417,2,Condom Promotion and Distribution,15867,Ebusyubi Dispensary
22308,2,Condom Promotion and Distribution,14921,Kipsuter Dispensary
26499,2,Condom Promotion and Distribution,15077,Longisa Distrioct Hospital
23350,2,Condom Promotion and Distribution,15244,Mugango Dispensary
33429,2,Condom Promotion and Distribution,17085,Belgut Dispensary
29655,2,Condom Promotion and Distribution,12549,Muchagori Dispensary
29288,2,Condom Promotion and Distribution,12453,Makengi Dispensary (Embu)
30383,2,Condom Promotion and Distribution,12130,Kairuri Health Centre
30729,2,Condom Promotion and Distribution,12033,Gatunduri Dispensary
30910,2,Condom Promotion and Distribution,12239,Kathunguri Dispensary
28877,2,Condom Promotion and Distribution,12642,Nembure Health Centre
33459,2,Condom Promotion and Distribution,17114,Rekeke Model Health Centre
30929,2,Condom Promotion and Distribution,12359,Kithimu Dispensary
29669,2,Condom Promotion and Distribution,12223,Kathangari Dispensary
28946,2,Condom Promotion and Distribution,12198,Karau Health Centre
28520,2,Condom Promotion and Distribution,12004,Embu Provincial General Hospital
33460,2,Condom Promotion and Distribution,17115,Moigutwo Dispensary
21645,2,Condom Promotion and Distribution,14387,Chesta Dispensary
29645,2,Condom Promotion and Distribution,13506,Bonde Dispensary
32251,2,Condom Promotion and Distribution,12746,St David's Health Care
29041,2,Condom Promotion and Distribution,13657,Katito Health Centre
29398,2,Condom Promotion and Distribution,13688,Kibogo Dispensary
28698,2,Condom Promotion and Distribution,13921,Nyando District Hospital
30010,2,Condom Promotion and Distribution,14024,Rae Dispensary
30825,2,Condom Promotion and Distribution,16282,Kasongo Dispensary
30983,2,Condom Promotion and Distribution,13759,Makindu Dispensary
