ID_FACILITY,svcId,svcName,Facility_Code,Facility_Name
20902,33,Rehabilitative Health Services - Occupational Health,15758,Uasin Gishu District Hospital
30225,33,Rehabilitative Health Services - Occupational Health,11951,Boji Dispensary
29881,33,Rehabilitative Health Services - Occupational Health,12461,Malka Daka Dispensary
29639,33,Rehabilitative Health Services - Occupational Health,12025,Gafarsa Health Centre
26475,33,Rehabilitative Health Services - Occupational Health,14319,Chemogondany Hospital
30790,33,Rehabilitative Health Services - Occupational Health,16476,Muchuro Dispensary
20941,33,Rehabilitative Health Services - Occupational Health,15074,Londiani District Hospital
29062,33,Rehabilitative Health Services - Occupational Health,12841,Wamunyu Health Centre
20937,33,Rehabilitative Health Services - Occupational Health,15280,Naivasha District Hospital
20911,33,Rehabilitative Health Services - Occupational Health,15739,Transmara District Hospital
26499,33,Rehabilitative Health Services - Occupational Health,15077,Longisa Distrioct Hospital
29459,33,Rehabilitative Health Services - Occupational Health,11953,Iresaboru Dispensary
30779,33,Rehabilitative Health Services - Occupational Health,16477,Badana Dispensary
28591,33,Rehabilitative Health Services - Occupational Health,15212,Molo District Hospital
28765,33,Rehabilitative Health Services - Occupational Health,12729,Sericho Health Centre
29585,33,Rehabilitative Health Services - Occupational Health,12540,Modogashe Dispensary
29713,33,Rehabilitative Health Services - Occupational Health,11998,Eldera Dispensary
28696,33,Rehabilitative Health Services - Occupational Health,12029,Garbatulla District Hospital
20927,33,Rehabilitative Health Services - Occupational Health,14831,Kericho District Hospital
28524,33,Rehabilitative Health Services - Occupational Health,15915,Kakamega Provincial General Hospital (PGH)
32294,33,Rehabilitative Health Services - Occupational Health,11765,Saifee Foundation Medical Centre
33072,33,Rehabilitative Health Services - Occupational Health,12905,Coptic Hospital (Ngong Road)
28630,33,Rehabilitative Health Services - Occupational Health,11649,Mpeketoni Sub-District Hospital
28678,33,Rehabilitative Health Services - Occupational Health,10520,Kerugoya District Hospital
34233,33,Rehabilitative Health Services - Occupational Health,17862,Mainland Health Centre (Changamwe)
33046,33,Rehabilitative Health Services - Occupational Health,13074,The Mater Hospital Mukuru
28594,33,Rehabilitative Health Services - Occupational Health,12719,Runyenjes District Hospital
28627,33,Rehabilitative Health Services - Occupational Health,12508,Mbooni District Hospital
31160,33,Rehabilitative Health Services - Occupational Health,12791,Acef Ena Health Centre
33028,33,Rehabilitative Health Services - Occupational Health,11434,Jocham Hospital
20940,33,Rehabilitative Health Services - Occupational Health,15305,Nanyuki District Hospital
28574,33,Rehabilitative Health Services - Occupational Health,12544,Moyale District Hospital
28549,33,Rehabilitative Health Services - Occupational Health,13594,Gucha District Hospital
28606,33,Rehabilitative Health Services - Occupational Health,13673,Kenyenya District Hospital
30156,33,Rehabilitative Health Services - Occupational Health,13933,Nyansakia Health Centre
29969,33,Rehabilitative Health Services - Occupational Health,13674,Kenyerere Dispensary (Sameta)
28841,33,Rehabilitative Health Services - Occupational Health,13893,Nyamagwa Health Centre
29445,33,Rehabilitative Health Services - Occupational Health,13749,Magenche Dispensary
29496,33,Rehabilitative Health Services - Occupational Health,13814,Misesi Dispensary (Gucha)
30750,33,Rehabilitative Health Services - Occupational Health,13538,Egetonto Dispensary (Gucha)
32953,33,Rehabilitative Health Services - Occupational Health,13613,Igare Medical Clinic (Sameta)
28517,33,Rehabilitative Health Services - Occupational Health,11289,Coast Province General Hospital
31112,33,Rehabilitative Health Services - Occupational Health,14004,Our Lady of Lourdes Dispensary (Gucha)
29101,33,Rehabilitative Health Services - Occupational Health,13985,Omorembe Health Centre (Gucha)
29090,33,Rehabilitative Health Services - Occupational Health,14076,Sengera Health Centre (Gucha)
32988,33,Rehabilitative Health Services - Occupational Health,13090,Metropolitan Hospital Nairobi
32185,33,Rehabilitative Health Services - Occupational Health,12063,Kibwezi Huruma Medical Clinic and Laboratory
20999,33,Rehabilitative Health Services - Occupational Health,10686,Maragua District Hospital
28516,33,Rehabilitative Health Services - Occupational Health,13023,Kenyatta National Hospital
28535,33,Rehabilitative Health Services - Occupational Health,13080,Mbagathi District Hospital
31213,33,Rehabilitative Health Services - Occupational Health,12921,Dorkcare Nursing Home
31135,33,Rehabilitative Health Services - Occupational Health,13101,Mukuru Mmm Clinic
34316,33,Rehabilitative Health Services - Occupational Health,17943,St Francis Community Hospital (Kasarani)
31224,33,Rehabilitative Health Services - Occupational Health,13011,Kasarani Maternity
28957,33,Rehabilitative Health Services - Occupational Health,13015,Kayole I Health Centre
28544,33,Rehabilitative Health Services - Occupational Health,13678,Masaba District Hospital
34339,33,Rehabilitative Health Services - Occupational Health,17966,The Omari Project
31287,33,Rehabilitative Health Services - Occupational Health,10662,Limuru Nursing Home
28583,33,Rehabilitative Health Services - Occupational Health,11104,Tigoni District Hospital
30593,33,Rehabilitative Health Services - Occupational Health,10321,Holy Cross Dispensary
31289,33,Rehabilitative Health Services - Occupational Health,11071,St Teresa Nursing Home
29013,33,Rehabilitative Health Services - Occupational Health,10895,Nyathuna Sub District Hospital
28666,33,Rehabilitative Health Services - Occupational Health,10233,Gatundu District Hospital
33075,33,Rehabilitative Health Services - Occupational Health,10916,Olkalou Sub-District Hospital
31757,33,Rehabilitative Health Services - Occupational Health,10185,Fr Baldo Cath Disp
27970,33,Rehabilitative Health Services - Occupational Health,14130,Suba District Hospital
28554,33,Rehabilitative Health Services - Occupational Health,13608,Homa Bay District Hospital
32580,33,Rehabilitative Health Services - Occupational Health,11325,Dr Gikandi Clinic
31307,33,Rehabilitative Health Services - Occupational Health,14061,Royal Nursing Home
29093,33,Rehabilitative Health Services - Occupational Health,13719,Koru Mission Health Centre
28690,33,Rehabilitative Health Services - Occupational Health,13714,Kombewa District Hospital
28634,33,Rehabilitative Health Services - Occupational Health,12618,Mwala District Hospital
34526,33,Rehabilitative Health Services - Occupational Health,18147,Gitombani Dispensary
33008,33,Rehabilitative Health Services - Occupational Health,12867,Aga Khan Hospital
33006,33,Rehabilitative Health Services - Occupational Health,13110,Nairobi Hospital
34576,33,Rehabilitative Health Services - Occupational Health,18195,Nairobi Women Hospital Ongata Rongai
33009,33,Rehabilitative Health Services - Occupational Health,12874,Avenue Hospital
28575,33,Rehabilitative Health Services - Occupational Health,12291,Kibwezi Sub District Hospital
28669,33,Rehabilitative Health Services - Occupational Health,12455,Makindu District Hospital
33086,33,Rehabilitative Health Services - Occupational Health,12984,Jamaa Mission Hospital
33031,33,Rehabilitative Health Services - Occupational Health,11643,Mombasa Hospital
33052,33,Rehabilitative Health Services - Occupational Health,13087,Memorial Hospital
33073,33,Rehabilitative Health Services - Occupational Health,12492,Maua Methodist Hospital
34697,33,Rehabilitative Health Services - Occupational Health,18314,Rongai Orthopaedics Medical Services
34733,33,Rehabilitative Health Services - Occupational Health,18348,Association of Physically Disabled of Kenya
34744,33,Rehabilitative Health Services - Occupational Health,18359,Educational Assessment and Resource Centre
34772,33,Rehabilitative Health Services - Occupational Health,18387,Paradise Medical Centre
34779,33,Rehabilitative Health Services - Occupational Health,18394,Nairobi Earc St Anne Medical Clinic
21448,33,Rehabilitative Health Services - Occupational Health,10507,Karuri Health Centre
31330,33,Rehabilitative Health Services - Occupational Health,12641,Neema Hospital
34870,33,Rehabilitative Health Services - Occupational Health,18485,Ruaraka Uhai Neema Hospital
34874,33,Rehabilitative Health Services - Occupational Health,18488,Jacaranda Special School
34885,33,Rehabilitative Health Services - Occupational Health,18499,Diani Beach Hospital
34986,33,Rehabilitative Health Services - Occupational Health,18597,Mercylight Hospital
35119,33,Rehabilitative Health Services - Occupational Health,18725,Pedo Dispensary
32704,33,Rehabilitative Health Services - Occupational Health,16541,Kuze Health Care
32976,33,Rehabilitative Health Services - Occupational Health,13465,Aga Khan Hospital (Kisumu)
35142,33,Rehabilitative Health Services - Occupational Health,18748,Comfort The Chidren International (Ctc) Naivasha
35246,33,Rehabilitative Health Services - Occupational Health,18852,Lumboka Medical Services
35261,33,Rehabilitative Health Services - Occupational Health,18867,Nyabondo Rehabilitation Centre
35378,33,Rehabilitative Health Services - Occupational Health,18977,Im-Hotep Medical Centre
32851,33,Rehabilitative Health Services - Occupational Health,10006,Afya Link Ngurubani Clinic
33764,33,Rehabilitative Health Services - Occupational Health,17411,Mama Lucy Kibaki Hospital - Embakasi
36121,33,Rehabilitative Health Services - Occupational Health,19668,Modern Mc
20992,33,Rehabilitative Health Services - Occupational Health,10591,Kihara Sub-District Hospital
36316,33,Rehabilitative Health Services - Occupational Health,19859,Pala Masogo Health Centre
36318,33,Rehabilitative Health Services - Occupational Health,19861,Koduogo Dispensary
36321,33,Rehabilitative Health Services - Occupational Health,19864,Nyawita Dispensary
36323,33,Rehabilitative Health Services - Occupational Health,19866,Obuya Dispensary
36325,33,Rehabilitative Health Services - Occupational Health,19868,Nduga Dispensary
20788,33,Rehabilitative Health Services - Occupational Health,15204,Moi Teaching Refferal Hospital
26440,33,Rehabilitative Health Services - Occupational Health,14872,Kiminini Cottage Hospital
28605,33,Rehabilitative Health Services - Occupational Health,15398,Olenguruone Sub-District Hospital
30684,33,Rehabilitative Health Services - Occupational Health,12894,Kibera Chemi Chemi Ya Uzima Clinic
36600,33,Rehabilitative Health Services - Occupational Health,20131,Goldenlife Medical Centre Naivasha
30049,33,Rehabilitative Health Services - Occupational Health,16768,Amoyo Dispensary
35616,33,Rehabilitative Health Services - Occupational Health,19207,Chemamul Dispensary (Tinderet)
33035,33,Rehabilitative Health Services - Occupational Health,12230,Kathiani District Hospital
20883,33,Rehabilitative Health Services - Occupational Health,16161,Webuye Hospital
36637,33,Rehabilitative Health Services - Occupational Health,20168,Ngeta Dispensary
28644,33,Rehabilitative Health Services - Occupational Health,14022,Rachuonyo District Hospital
28652,33,Rehabilitative Health Services - Occupational Health,11655,Msambweni District Hospital
36684,33,Rehabilitative Health Services - Occupational Health,20214,Kwakalui dispensary
36759,33,Rehabilitative Health Services - Occupational Health,20285,Lwanda kobita
36854,33,Rehabilitative Health Services - Occupational Health,20378,St.Teresa Hospital Kiambu
36856,33,Rehabilitative Health Services - Occupational Health,20380,Afya Health System Hospital
36859,33,Rehabilitative Health Services - Occupational Health,20383,Radiant Group of Hospital (Kiambu)
30953,33,Rehabilitative Health Services - Occupational Health,13430,Saka Health Centre
20968,33,Rehabilitative Health Services - Occupational Health,12445,Magutuni District Hospital
28557,33,Rehabilitative Health Services - Occupational Health,12041,Githongo District Hospital
28637,33,Rehabilitative Health Services - Occupational Health,11480,Kinango Hospital
37072,33,Rehabilitative Health Services - Occupational Health,20585,Malomani Medical Clinic
36298,33,Rehabilitative Health Services - Occupational Health,19841,CFW Mwea Clinic
31241,33,Rehabilitative Health Services - Occupational Health,12114,Joykim Nursing Home
37107,33,Rehabilitative Health Services - Occupational Health,20619,Oasis Specialist Hospital
28640,35,Facility Based Blood Collection Service,10470,Kangema Sub-District Hospital
28691,35,Facility Based Blood Collection Service,13406,Ijara District Hospital - Masalani
28581,35,Facility Based Blood Collection Service,13507,Bondo District Hospital
33083,35,Facility Based Blood Collection Service,10890,Nyahururu District Hospital
20918,35,Facility Based Blood Collection Service,14179,Nandi Hills District Hospital
28628,35,Facility Based Blood Collection Service,13314,Bute District Hospital
28570,35,Facility Based Blood Collection Service,13726,Kuria District Hospital
20944,35,Facility Based Blood Collection Service,15049,Lodwar District Hospital
28625,35,Facility Based Blood Collection Service,15834,Busia District Hospital
31217,35,Facility Based Blood Collection Service,16149,Tanaka Nursing Home
29117,35,Facility Based Blood Collection Service,15838,Butula Mission Health Centre
28601,35,Facility Based Blood Collection Service,12516,Meru District Hospital
28816,35,Facility Based Blood Collection Service,13428,Sabuli Health Centre
28542,35,Facility Based Blood Collection Service,13423,Rhamu Sub-District Hospital
28520,35,Facility Based Blood Collection Service,12004,Embu Provincial General Hospital
28523,35,Facility Based Blood Collection Service,13346,Garissa Provincial General Hospital (PGH)
28521,35,Facility Based Blood Collection Service,12438,Machakos Level 5 Hospital
28639,35,Facility Based Blood Collection Service,16025,Mt Elgon District Hospital
28617,35,Facility Based Blood Collection Service,12457,Makueni District Hospital
14367,35,Facility Based Blood Collection Service,16013,Mbaleway Side Clinic
28653,35,Facility Based Blood Collection Service,14749,Kapsabet District Hospital
24674,35,Facility Based Blood Collection Service,15871,Elgon View Medical Cottage
28695,35,Facility Based Blood Collection Service,12366,Kitui District Hospital
29140,35,Facility Based Blood Collection Service,13624,Isibania Mission Health Centre
28553,35,Facility Based Blood Collection Service,11711,Ngao District Hospital
33091,35,Facility Based Blood Collection Service,12303,St Theresa Kiirua Hospital (Kiirua)
28665,35,Facility Based Blood Collection Service,10485,Karatina District Hospital
28533,35,Facility Based Blood Collection Service,10368,Jamii Hospital
32609,35,Facility Based Blood Collection Service,13462,Akidiva Clinic
33076,35,Facility Based Blood Collection Service,10603,Kikuyu (PCEA) Hospital
32829,35,Facility Based Blood Collection Service,10693,Kijabe (AIC) Hospital Marira Medical Clinic
31279,35,Facility Based Blood Collection Service,15862,Coptic Nursing Home
33749,35,Facility Based Blood Collection Service,17397,Cure (AIC) International Children's Hospital
28699,35,Facility Based Blood Collection Service,13380,Khorof Harar Sub-District Hospital
29332,35,Facility Based Blood Collection Service,13389,Kutulo Health Centre (Wajir East)
28536,35,Facility Based Blood Collection Service,13452,Wajir County Referral Hospital
29065,35,Facility Based Blood Collection Service,12942,Family Care Medical Centre & Maternity
33017,35,Facility Based Blood Collection Service,13109,Meridian Equator Hospital
33016,35,Facility Based Blood Collection Service,13115,Nairobi West Hospital
28713,35,Facility Based Blood Collection Service,13112,Nairobi South Hospital
33022,35,Facility Based Blood Collection Service,13042,Langata Hospital
33764,35,Facility Based Blood Collection Service,17411,Mama Lucy Kibaki Hospital - Embakasi
33047,35,Facility Based Blood Collection Service,13218,St Mary's Mission Hospital
20979,35,Facility Based Blood Collection Service,11840,Taveta District Hospital
28529,35,Facility Based Blood Collection Service,10924,Outspan Hospital
28636,35,Facility Based Blood Collection Service,13352,Griftu District Hospital
20829,35,Facility Based Blood Collection Service,15913,Kaimosi Mission Hospital
33842,35,Facility Based Blood Collection Service,17485,Moi Baracks
28611,35,Facility Based Blood Collection Service,13747,Madiany Sub District Hospital
26415,35,Facility Based Blood Collection Service,15654,St Mary's Hospital (Gilgil)
30707,35,Facility Based Blood Collection Service,15804,Approved Dispensary
32207,35,Facility Based Blood Collection Service,16866,Avarende Medical Clinic
21927,35,Facility Based Blood Collection Service,15849,Chebwai Mission Dispensary
14121,35,Facility Based Blood Collection Service,16157,Vihiga District Hosptial
20816,35,Facility Based Blood Collection Service,16073,Holy Family Nangina Hospital
20882,35,Facility Based Blood Collection Service,16150,Teso District Hospital
13562,35,Facility Based Blood Collection Service,16091,Port Victoria Hospital
26501,35,Facility Based Blood Collection Service,15828,Bungoma District Hospital
33092,35,Facility Based Blood Collection Service,11600,Mewa Hospital
28599,35,Facility Based Blood Collection Service,11507,Kwale District Hospital
28647,35,Facility Based Blood Collection Service,11459,Kenya Navy (Mir) Hospital
20954,35,Facility Based Blood Collection Service,11641,Moi District Hospital Voi
28522,35,Facility Based Blood Collection Service,13703,Kisii Hospital (Level 5)
20792,35,Facility Based Blood Collection Service,15288,Nakuru Provincial General Hospital (PGH)
28694,35,Facility Based Blood Collection Service,13316,Dadaab Sub-District Hospital
28701,35,Facility Based Blood Collection Service,13359,Hagadera Hospital
28579,35,Facility Based Blood Collection Service,13357,Habaswein District Hospital
28604,35,Facility Based Blood Collection Service,14652,Kajiado District Hospital
28661,35,Facility Based Blood Collection Service,13368,Ifo Hospital
28659,35,Facility Based Blood Collection Service,13318,Dagahaley Hospital
28525,35,Facility Based Blood Collection Service,10903,Nyeri Provincial General Hospital (PGH)
28563,35,Facility Based Blood Collection Service,13402,Mandera District Hospital
26394,35,Facility Based Blood Collection Service,11970,Chogoria (PCEA) Hospital
28904,35,Facility Based Blood Collection Service,14259,Bisil Health Centre
28569,35,Facility Based Blood Collection Service,15351,Ngong Sub-District Hospital
28749,35,Facility Based Blood Collection Service,14582,Isinya Health Centre
26475,35,Facility Based Blood Collection Service,14319,Chemogondany Hospital
28908,35,Facility Based Blood Collection Service,15440,Ongata Rongai Health Centre
31306,35,Facility Based Blood Collection Service,14494,Fatima Maternity Hospital
31144,35,Facility Based Blood Collection Service,14204,Sucos Hospital
26469,35,Facility Based Blood Collection Service,14834,Kericho Nursing Home
28530,35,Facility Based Blood Collection Service,15107,Magadi Hospital
20813,35,Facility Based Blood Collection Service,12604,Mutomo Mission Hospital
20927,35,Facility Based Blood Collection Service,14831,Kericho District Hospital
26413,35,Facility Based Blood Collection Service,15719,Tenwek Mission Hospital
28532,35,Facility Based Blood Collection Service,15581,Sinai Mount Hospital
30467,35,Facility Based Blood Collection Service,11733,Pandanguo Dispensary
26487,35,Facility Based Blood Collection Service,15761,Unilever Central Hospital
28630,35,Facility Based Blood Collection Service,11649,Mpeketoni Sub-District Hospital
34217,35,Facility Based Blood Collection Service,17847,Alliance Medical Centre
33100,35,Facility Based Blood Collection Service,13667,Kendu Adventist Hospital
31280,35,Facility Based Blood Collection Service,13789,Matata Nursing Hospital
33046,35,Facility Based Blood Collection Service,13074,The Mater Hospital Mukuru
31288,35,Facility Based Blood Collection Service,12427,Liberty Maternity and Nursing Home
32980,35,Facility Based Blood Collection Service,11208,Al Farooq Hospital
33102,35,Facility Based Blood Collection Service,11774,Sayyida Fatimah Hospital
33028,35,Facility Based Blood Collection Service,11434,Jocham Hospital
20940,35,Facility Based Blood Collection Service,15305,Nanyuki District Hospital
28574,35,Facility Based Blood Collection Service,12544,Moyale District Hospital
33104,35,Facility Based Blood Collection Service,12739,Sololo Mission Hospital
28517,35,Facility Based Blood Collection Service,11289,Coast Province General Hospital
28962,35,Facility Based Blood Collection Service,12879,Bahati Health Centre
28968,35,Facility Based Blood Collection Service,12930,Eastleigh Health Centre
32988,35,Facility Based Blood Collection Service,13090,Metropolitan Hospital Nairobi
28516,35,Facility Based Blood Collection Service,13023,Kenyatta National Hospital
32978,35,Facility Based Blood Collection Service,13096,Mother & Child Hospital
34306,35,Facility Based Blood Collection Service,17933,St Joseph Nursing Home
20799,35,Facility Based Blood Collection Service,15167,Mediheal Hospital
32975,35,Facility Based Blood Collection Service,13004,The Karen Hospital
28583,35,Facility Based Blood Collection Service,11104,Tigoni District Hospital
33085,35,Facility Based Blood Collection Service,10825,Nazareth Hospital
33098,35,Facility Based Blood Collection Service,10891,Nyahururu Private Hospital
33075,35,Facility Based Blood Collection Service,10916,Olkalou Sub-District Hospital
28593,35,Facility Based Blood Collection Service,13468,Ahero Sub-District Hospital
27970,35,Facility Based Blood Collection Service,14130,Suba District Hospital
28554,35,Facility Based Blood Collection Service,13608,Homa Bay District Hospital
34443,35,Facility Based Blood Collection Service,18068,Rosewood Nursing Home
28541,35,Facility Based Blood Collection Service,13492,Awendo Sub-District Hospital
31305,35,Facility Based Blood Collection Service,14037,Rapcom Nursing and Maternity Home
33089,35,Facility Based Blood Collection Service,16030,Mukumu Hospital
33086,35,Facility Based Blood Collection Service,12984,Jamaa Mission Hospital
33008,35,Facility Based Blood Collection Service,12867,Aga Khan Hospital
33006,35,Facility Based Blood Collection Service,13110,Nairobi Hospital
28669,35,Facility Based Blood Collection Service,12455,Makindu District Hospital
33031,35,Facility Based Blood Collection Service,11643,Mombasa Hospital
21010,35,Facility Based Blood Collection Service,11906,Wesu District Hospital
34794,35,Facility Based Blood Collection Service,18409,St Veronica EDARP Clinic
34813,35,Facility Based Blood Collection Service,18428,Afya Nursing Home (Moyale)
34884,35,Facility Based Blood Collection Service,18498,Palm Beach Hospital
34885,35,Facility Based Blood Collection Service,18499,Diani Beach Hospital
34919,35,Facility Based Blood Collection Service,18533,Legacy Medical Centre
32704,35,Facility Based Blood Collection Service,16541,Kuze Health Care
32976,35,Facility Based Blood Collection Service,13465,Aga Khan Hospital (Kisumu)
23226,35,Facility Based Blood Collection Service,15959,Kuvasali Health Centre
35255,35,Facility Based Blood Collection Service,18861,Eldoret Regional Blood Bank
36315,35,Facility Based Blood Collection Service,19858,Makongeni Health Centre
36316,35,Facility Based Blood Collection Service,19859,Pala Masogo Health Centre
36321,35,Facility Based Blood Collection Service,19864,Nyawita Dispensary
