ID_FACILITY,svcId,svcName,Facility_Code,Facility_Name
29444,57,Emergency Obstetric Care,10756,Mukindu Dispensary
33366,57,Emergency Obstetric Care,17023,Kaboi Dispensary
22722,57,Emergency Obstetric Care,14345,Chepkongony Dispensary
21256,57,Emergency Obstetric Care,14997,Koyo Health Centre
22772,57,Emergency Obstetric Care,14752,Kapsaos Dispensary
20924,57,Emergency Obstetric Care,14792,Kaptumo Sub-District Hospital
22708,57,Emergency Obstetric Care,14659,Kalalu Dispensary
23355,57,Emergency Obstetric Care,15253,Muramati Dispensary
22494,57,Emergency Obstetric Care,14480,Ethi Dispensary
23192,57,Emergency Obstetric Care,15349,Ngobit Dispensary
33372,57,Emergency Obstetric Care,17029,Segera Mission Dispensary
21130,57,Emergency Obstetric Care,14960,Kobujoi Mission Health Centre
22269,57,Emergency Obstetric Care,14857,Kibwareng Health Centre
28628,57,Emergency Obstetric Care,13314,Bute District Hospital
28570,57,Emergency Obstetric Care,13726,Kuria District Hospital
21235,57,Emergency Obstetric Care,15339,Ngarua Health Centre
22406,57,Emergency Obstetric Care,15690,Survey Dispensary
22807,57,Emergency Obstetric Care,14800,Karaba Dispensary (Laikipia West)
23354,57,Emergency Obstetric Care,15247,Muhotetu Dispensary
22943,57,Emergency Obstetric Care,15187,Minjore Dispensary
22376,57,Emergency Obstetric Care,15086,Lorien Dispensary
23326,57,Emergency Obstetric Care,15170,Melwa Health Centre
23394,57,Emergency Obstetric Care,15261,Mutara Dispensary
22966,57,Emergency Obstetric Care,15520,Salama Health Centre (Laikipia West)
22379,57,Emergency Obstetric Care,15093,Losogwa Dispensary
22077,57,Emergency Obstetric Care,15416,Olmoran Catholic Dispensary
22458,57,Emergency Obstetric Care,15614,Sosian Dispensary
24272,57,Emergency Obstetric Care,16679,Mahianyu Dispensary
22028,57,Emergency Obstetric Care,15588,Sipili Catholic Dispensary
23287,57,Emergency Obstetric Care,15417,Olmoran Health Centre
22059,57,Emergency Obstetric Care,15501,Rumuruti Catholic Dispensary
22940,57,Emergency Obstetric Care,15461,Pesi Dispensary (Laikipia West)
20848,57,Emergency Obstetric Care,15502,Rumuruti District Hospital
23277,57,Emergency Obstetric Care,15266,Mwenje Dispensary
24279,57,Emergency Obstetric Care,16678,Kiruri Dispensary (Laikipia West)
23137,57,Emergency Obstetric Care,15102,Luoniek Dispensary
33375,57,Emergency Obstetric Care,17032,Unison Medical Clinic
24099,57,Emergency Obstetric Care,16677,Kabati Dispensary (Laikipia West)
23399,57,Emergency Obstetric Care,15404,Oljabet Health Centre
23299,57,Emergency Obstetric Care,15328,Ndurumo Dispensary
33376,57,Emergency Obstetric Care,17033,Muruku Dispensary
23273,57,Emergency Obstetric Care,15263,Muthegera Dispensary
22415,57,Emergency Obstetric Care,15723,Thigio Dispensary (Laikipia West)
21234,57,Emergency Obstetric Care,15325,Ndindika Health Centre
33377,57,Emergency Obstetric Care,17034,Location Medical Clinic
26413,57,Emergency Obstetric Care,15719,Tenwek Mission Hospital
30175,57,Emergency Obstetric Care,10432,Kairo Dispensary
29671,57,Emergency Obstetric Care,10256,Gikui Health Centre
23317,57,Emergency Obstetric Care,15589,Sipili Health Centre
22346,57,Emergency Obstetric Care,14838,Kerio Health Centre
20944,57,Emergency Obstetric Care,15049,Lodwar District Hospital
22967,57,Emergency Obstetric Care,14363,Chepsiro Dispensary
21214,57,Emergency Obstetric Care,14379,Cherangany Health Centre
20847,57,Emergency Obstetric Care,14753,Kapsara District Hospital
21375,57,Emergency Obstetric Care,14734,Kaplamai Health Centre
21307,57,Emergency Obstetric Care,15692,Suwerwa Health Centre
30716,57,Emergency Obstetric Care,11941,Balesa Dispensary
21304,57,Emergency Obstetric Care,15753,Turbo Health Centre
21314,57,Emergency Obstetric Care,15616,Sosiani Health Centre
33392,57,Emergency Obstetric Care,17048,Parua Dispensary
28625,57,Emergency Obstetric Care,15834,Busia District Hospital
30136,57,Emergency Obstetric Care,15835,Busibwabo Dispensary
30051,57,Emergency Obstetric Care,15897,Igara Dispensary
29012,57,Emergency Obstetric Care,15975,Lupida Health Centre
29562,57,Emergency Obstetric Care,15985,Madende Dispensary
28817,57,Emergency Obstetric Care,16004,Matayos Health Centre
30334,57,Emergency Obstetric Care,16043,Munongo Dispensary
28887,57,Emergency Obstetric Care,16066,Nambale Health Centre
28766,57,Emergency Obstetric Care,16074,Nasewa Health Centre
31223,57,Emergency Obstetric Care,16080,New Busia Maternity & Nursing Home
31108,57,Emergency Obstetric Care,16137,St Claire Dispensary
29570,57,Emergency Obstetric Care,15826,Bumutiru Dispensary
28619,57,Emergency Obstetric Care,15939,Khunyangu Sub-District Hospital
29117,57,Emergency Obstetric Care,15838,Butula Mission Health Centre
28808,57,Emergency Obstetric Care,15823,Bumala A Health Centre
31003,57,Emergency Obstetric Care,15816,Bujumba Dispensary
28869,57,Emergency Obstetric Care,15824,Bumala B Health Centre
33393,57,Emergency Obstetric Care,17049,Kaiani Dispensary
26489,57,Emergency Obstetric Care,15483,Rhein Valley Hospital
33397,57,Emergency Obstetric Care,17053,Ilchalai Dispensary
29873,57,Emergency Obstetric Care,15296,Namelok Health Centre
29601,57,Emergency Obstetric Care,14200,Amboseli Dispensary
32633,57,Emergency Obstetric Care,14201,Amboseli Serena Lodge Clinic
30510,57,Emergency Obstetric Care,14450,Emumwenyi Dispensary
21321,57,Emergency Obstetric Care,15718,Tenges Health Centre
28910,57,Emergency Obstetric Care,14467,Entarara Health Centre
29082,57,Emergency Obstetric Care,14493,Fatima Health Centre (Lenkism)
29819,57,Emergency Obstetric Care,12038,Gichiche Dispensary
29703,57,Emergency Obstetric Care,14569,Iltilal Health Centre
22501,57,Emergency Obstetric Care,14568,Illinga'rua Dispensary
24190,57,Emergency Obstetric Care,15382,Ochii Dispensary
29803,57,Emergency Obstetric Care,14573,Immurtot Health Centre
23308,57,Emergency Obstetric Care,15604,Sogon Dispensary
29985,57,Emergency Obstetric Care,14581,Isinet Dispensary
23683,57,Emergency Obstetric Care,12357,Kithimani Dispensary
23647,57,Emergency Obstetric Care,12465,Mamba Dispensary (Yatta)
28798,57,Emergency Obstetric Care,14868,Kimana Health Centre
30170,57,Emergency Obstetric Care,15012,Langata Enkima Dispensary
28865,57,Emergency Obstetric Care,12236,Kathonzweni Health Centre
20896,57,Emergency Obstetric Care,14607,Kabarnet District Hospital
30372,57,Emergency Obstetric Care,16753,Hamundia Health Centre
33045,57,Emergency Obstetric Care,10378,Jkuat Hospital
28641,57,Emergency Obstetric Care,10438,Kalimoni Hospital (Thika)
29002,57,Emergency Obstetric Care,10869,Ngoliba Health Centre
30778,57,Emergency Obstetric Care,10863,Ngelelya Dispensary
28915,57,Emergency Obstetric Care,10236,Gatura Healh Centre
28682,57,Emergency Obstetric Care,10349,Immaculate Heart of Mary Hospital
29430,57,Emergency Obstetric Care,11971,Chugu Dispensary
28600,57,Emergency Obstetric Care,11094,Thika Level 5 Hospital
29281,57,Emergency Obstetric Care,15956,Kopsiro Health Centre
22394,57,Emergency Obstetric Care,15744,Tuiyobei Dispensary
23366,57,Emergency Obstetric Care,15386,Ol-Arabel Dispensary
24243,57,Emergency Obstetric Care,14702,Kapindasim Dispensary
21273,57,Emergency Obstetric Care,14923,Kiptagich Health Centre
23193,57,Emergency Obstetric Care,15346,Ngetmoi Dispensary
21380,57,Emergency Obstetric Care,15197,Mogorwa Health Centre
22418,57,Emergency Obstetric Care,14269,Borrowonin Dispensary
33406,57,Emergency Obstetric Care,17062,Amwamba Dispensary
21604,57,Emergency Obstetric Care,12215,Katangi Health Centre
26510,57,Emergency Obstetric Care,12488,Matuu District Hospital
21395,57,Emergency Obstetric Care,15522,Salawa Health Centre
33409,57,Emergency Obstetric Care,17065,Kangeta G K Prison Dispensary
20898,57,Emergency Obstetric Care,15138,Marigat Sub District Hospital
22275,57,Emergency Obstetric Care,14851,Kibingor Dispensary
22759,57,Emergency Obstetric Care,14811,Kasitet Dispensary
22409,57,Emergency Obstetric Care,15724,Timboiywo Dispensary
22735,57,Emergency Obstetric Care,14710,Kapkelelwa Dispensary
24138,57,Emergency Obstetric Care,12078,Ikombe Disp
21365,57,Emergency Obstetric Care,15549,Seretunin Health Centre
22789,57,Emergency Obstetric Care,14784,Kaptimbor Dispensary
21271,57,Emergency Obstetric Care,14953,Kituro Health Centre
23685,57,Emergency Obstetric Care,12355,Kitheuni Dispensary
21627,57,Emergency Obstetric Care,15137,Marigat Catholic Mission
22348,57,Emergency Obstetric Care,14976,Kokwa Dispensary
22356,57,Emergency Obstetric Care,15042,Loboi Dispensary
21266,57,Emergency Obstetric Care,14867,Kimalel Health Centre
22953,57,Emergency Obstetric Care,15506,Sabor Dispensary
21369,57,Emergency Obstetric Care,14677,Kampi Samaki Health Centre
21921,57,Emergency Obstetric Care,14941,Kiserian Dispensary
21258,57,Emergency Obstetric Care,15192,Mochongoi Health Centre
28809,57,Emergency Obstetric Care,12805,Tseikuru Sub-District Hospital
28693,57,Emergency Obstetric Care,12420,Kyuso District Hospital
29352,57,Emergency Obstetric Care,12479,Masyungwa Health Centre
29768,57,Emergency Obstetric Care,12818,Twimyua Dispensary
28788,57,Emergency Obstetric Care,12539,Mivukoni Health Centre
29566,57,Emergency Obstetric Care,16099,Sacha Health Centre
28797,57,Emergency Obstetric Care,12242,Katse Health Centre
33417,57,Emergency Obstetric Care,17073,Koshok Dispensary
28811,57,Emergency Obstetric Care,12654,Ngomeni Health Centre
30006,57,Emergency Obstetric Care,12794,Tharaka Health Centre
30095,57,Emergency Obstetric Care,12178,Kaningo Health Centre
33420,57,Emergency Obstetric Care,17076,Kapkota Dispensary
33426,57,Emergency Obstetric Care,17082,Nyaporo Dispensary
33433,57,Emergency Obstetric Care,17089,Kalamene Dispensary
23417,57,Emergency Obstetric Care,12562,Mukusu Dispensary
23444,57,Emergency Obstetric Care,12498,Mbembani Dispensary
23717,57,Emergency Obstetric Care,12362,Kithyoko Health Centre
23573,57,Emergency Obstetric Care,12418,Kyondoni Dispensary
24139,57,Emergency Obstetric Care,12103,Iuuma Dispensary
23695,57,Emergency Obstetric Care,12327,Kinyaata Dispensary
24158,57,Emergency Obstetric Care,12101,Itunduimuni Health Centre
23646,57,Emergency Obstetric Care,12305,Kikesa Dispensary
23440,57,Emergency Obstetric Care,12592,Muthesya Dispensary
33450,57,Emergency Obstetric Care,17105,Kaonyweni Dispensary
33451,57,Emergency Obstetric Care,17106,Kangonde Health Centre
24076,57,Emergency Obstetric Care,12009,Endei Dispensary
23648,57,Emergency Obstetric Care,12347,Kisiiki Dispensary
30888,57,Emergency Obstetric Care,13328,Diff Health Centre
29762,57,Emergency Obstetric Care,13394,Leheley Sub District Hospital
28816,57,Emergency Obstetric Care,13428,Sabuli Health Centre
30816,57,Emergency Obstetric Care,13435,Sarif Health Centre
29741,57,Emergency Obstetric Care,15854,Chepkube Dispensary
28935,57,Emergency Obstetric Care,15855,Cheptais Sub District Hospital
29588,57,Emergency Obstetric Care,15856,Chesikaki Dispensary
29027,57,Emergency Obstetric Care,13709,Kodiaga Prison Health Centre
29113,57,Emergency Obstetric Care,13738,Lumumba Health Centre
33095,57,Emergency Obstetric Care,13808,Milimani Hospital
33032,57,Emergency Obstetric Care,12730,Shalom Community Hospital (Machakos)
29278,57,Emergency Obstetric Care,15920,Kanganga Dispensary
29565,57,Emergency Obstetric Care,15922,Kapkateny Dispensary
31199,57,Emergency Obstetric Care,14106,St Elizabeth Chiga Health Centre
29275,57,Emergency Obstetric Care,15923,Kapsambu Dispensary
30802,57,Emergency Obstetric Care,13310,Bore Hole 11 Health Centre
28572,57,Emergency Obstetric Care,13335,Elwak District Hospital
30797,57,Emergency Obstetric Care,13440,Shimbir Fatuma Health Centre
29031,57,Emergency Obstetric Care,15925,Kaptama (Friends) Health Centre
30776,57,Emergency Obstetric Care,13388,Kotulo Health Centre (Mandera Central)
30796,57,Emergency Obstetric Care,13455,Wargadud Health Centre
30729,57,Emergency Obstetric Care,12033,Gatunduri Dispensary
28877,57,Emergency Obstetric Care,12642,Nembure Health Centre
30929,57,Emergency Obstetric Care,12359,Kithimu Dispensary
28946,57,Emergency Obstetric Care,12198,Karau Health Centre
28520,57,Emergency Obstetric Care,12004,Embu Provincial General Hospital
21645,57,Emergency Obstetric Care,14387,Chesta Dispensary
28560,57,Emergency Obstetric Care,12626,Mwingi District Hospital
28559,57,Emergency Obstetric Care,12523,Migwani Sub-District Hospital
28633,57,Emergency Obstetric Care,12681,Nuu Sub-District Hospital
28849,57,Emergency Obstetric Care,12839,Waita Health Centre
28819,57,Emergency Obstetric Care,12186,Kanyunga Health Centre
28824,57,Emergency Obstetric Care,12690,Nzawa Health Centre
28826,57,Emergency Obstetric Care,12797,Thitani Health Centre
28837,57,Emergency Obstetric Care,12849,Winzyeei Health Centre
28825,57,Emergency Obstetric Care,12483,Mathuki Health Centre
28822,57,Emergency Obstetric Care,12658,Nguni Health Centre
20895,57,Emergency Obstetric Care,14510,Gilgil Sub-District Hospital
28883,57,Emergency Obstetric Care,12258,Kavindu Health Centre
28821,57,Emergency Obstetric Care,12848,Wingemi Health Centre
29318,57,Emergency Obstetric Care,12798,Thitha Dispensary
28587,57,Emergency Obstetric Care,13785,Masogo Sub District Hospital
29017,57,Emergency Obstetric Care,12287,Kibugu Health Centre
33064,57,Emergency Obstetric Care,12413,Consolata Kyeni Hospital
33469,57,Emergency Obstetric Care,17124,Pefa Mercy Medical Centre
33099,57,Emergency Obstetric Care,13864,Nyabondo Mission Hospital
30463,57,Emergency Obstetric Care,13442,Sisters Maternity Home (Simaho)
28770,57,Emergency Obstetric Care,15870,Ekwanda Health Centre
31737,57,Emergency Obstetric Care,16039,Mummy's Medical Clinic
28523,57,Emergency Obstetric Care,13346,Garissa Provincial General Hospital (PGH)
30417,57,Emergency Obstetric Care,15867,Ebusyubi Dispensary
28657,57,Emergency Obstetric Care,15946,Kima Mission Hospital
25526,57,Emergency Obstetric Care,14408,Dr Gacheru Clinic
31747,57,Emergency Obstetric Care,15962,Luanda Mch/Fp Clinic
23303,57,Emergency Obstetric Care,15267,Mwituria Dispensary
25319,57,Emergency Obstetric Care,14419,Dr Njoroge Clinic
30138,57,Emergency Obstetric Care,16190,Vishakani Dispensary
29883,57,Emergency Obstetric Care,11498,Kombeni Dispensary
21366,57,Emergency Obstetric Care,15551,Serewo Health Centre
28524,57,Emergency Obstetric Care,15915,Kakamega Provincial General Hospital (PGH)
30949,57,Emergency Obstetric Care,16762,Emusanda Dispensary
20931,57,Emergency Obstetric Care,14706,Kapkatet District Hospital
30725,57,Emergency Obstetric Care,15810,Buchangu Dispensary
28521,57,Emergency Obstetric Care,12438,Machakos Level 5 Hospital
30440,57,Emergency Obstetric Care,15883,Eshiongo Dispensary
33478,57,Emergency Obstetric Care,17133,Eshirembe Dispensary
29781,57,Emergency Obstetric Care,15882,Eshikhuyu Dispensary
29916,57,Emergency Obstetric Care,16147,Sivilie Dispensary
30152,57,Emergency Obstetric Care,15934,Kharanda Dispensary
30727,57,Emergency Obstetric Care,15812,Budonga Dispensary
30958,57,Emergency Obstetric Care,16006,Matioli Dispensary
25494,57,Emergency Obstetric Care,14414,Dr Mbuthia Clinic
30707,57,Emergency Obstetric Care,15804,Approved Dispensary
30350,57,Emergency Obstetric Care,16867,Ematiha Dispensary
33479,57,Emergency Obstetric Care,17134,Magombo Community Dispensary (Manga)
33480,57,Emergency Obstetric Care,17135,Robinson Medical Clinic (Manga)
33481,57,Emergency Obstetric Care,17136,Pakeza Medical Clinic (Manga)
28639,57,Emergency Obstetric Care,16025,Mt Elgon District Hospital
33486,57,Emergency Obstetric Care,17141,St Peters Medical Clinic
29458,57,Emergency Obstetric Care,16153,Tuikut Dispensary
33487,57,Emergency Obstetric Care,17142,St Annes Health Clinic
28617,57,Emergency Obstetric Care,12457,Makueni District Hospital
29080,57,Emergency Obstetric Care,15952,Kipsigon (FGC) Health Centre
33097,57,Emergency Obstetric Care,12306,Kikoko Mission Hospital
30194,57,Emergency Obstetric Care,16488,Kubura Dispensary
28582,57,Emergency Obstetric Care,12314,Kilungu Sub-District Hospital
30963,57,Emergency Obstetric Care,12583,Museve Dispensary
28833,57,Emergency Obstetric Care,12365,Kitise Health Centre
28925,57,Emergency Obstetric Care,12309,Kilala Health Centre
28804,57,Emergency Obstetric Care,12565,Mukuyuni Health Centre
28842,57,Emergency Obstetric Care,12493,Mavindini Health Centre
28858,57,Emergency Obstetric Care,12102,Iuani Health Centre
20918,57,Emergency Obstetric Care,14179,Nandi Hills District Hospital
29928,57,Emergency Obstetric Care,10839,Ndunyu Chege Dispensary
28624,57,Emergency Obstetric Care,10639,Kirwara Sub District
30434,57,Emergency Obstetric Care,16253,Kitonyoni Dispensary
30122,57,Emergency Obstetric Care,10357,Ithanga Dispensary
29339,57,Emergency Obstetric Care,12571,Mumbuni Dispensary (Makueni)
29447,57,Emergency Obstetric Care,12360,Kithuki Health Centre
33300,57,Emergency Obstetric Care,16958,Ikalyoni Dispensary
33493,57,Emergency Obstetric Care,17148,Sipili Maternity and Nursing Home
33495,57,Emergency Obstetric Care,17150,Malaha Dispensary
20932,57,Emergency Obstetric Care,14701,Kapenguria District Hospital
29345,57,Emergency Obstetric Care,12191,Kanzokea Health Centre
29807,57,Emergency Obstetric Care,12468,Mangala Dispensary
33058,57,Emergency Obstetric Care,13856,Nightingale Medical Centre
30321,57,Emergency Obstetric Care,12582,Musalala Dispensary
29397,57,Emergency Obstetric Care,12072,Iiani Dispensary
30979,57,Emergency Obstetric Care,12398,Kwakavisi Dispensary
29440,57,Emergency Obstetric Care,12693,Nziu Health Centre
14121,57,Emergency Obstetric Care,16157,Vihiga District Hosptial
29644,57,Emergency Obstetric Care,12822,Ukia Dispensary
33310,57,Emergency Obstetric Care,16968,Mbuini Dispensary
29274,57,Emergency Obstetric Care,16254,Kyuasini Health Centre
14367,57,Emergency Obstetric Care,16013,Mbaleway Side Clinic
28859,57,Emergency Obstetric Care,11990,Dukana Health Centre (North Horr)
29610,57,Emergency Obstetric Care,11999,Elgade Dispensary
21522,57,Emergency Obstetric Care,12375,Kivaa Health Centre
22960,57,Emergency Obstetric Care,16704,Pserum Dispensary
22806,57,Emergency Obstetric Care,14837,Keringet Health Centre
21303,57,Emergency Obstetric Care,15755,Turkwel Health Centre
33506,57,Emergency Obstetric Care,17161,Kyasioni Dispensary
33507,57,Emergency Obstetric Care,17162,Musingini Dispensary
29404,57,Emergency Obstetric Care,12621,Chandaria Mwania Dispensary
29436,57,Emergency Obstetric Care,12377,Kivani Dispensary
22525,57,Emergency Obstetric Care,14285,Chamalal Dispensary
29273,57,Emergency Obstetric Care,12276,Kiangini Dispensary
33508,57,Emergency Obstetric Care,17163,Kavatanzou Dispensary
21772,57,Emergency Obstetric Care,14287,Changoi Dispensary
28573,57,Emergency Obstetric Care,16467,Mbeere District Hospital
22518,57,Emergency Obstetric Care,14444,Empough Dispensary
23213,57,Emergency Obstetric Care,14185,Adurkoit Dispensary
29349,57,Emergency Obstetric Care,11547,Makanzani Dispensary
31014,57,Emergency Obstetric Care,15978,Lutaso Dispensary
28567,57,Emergency Obstetric Care,16078,Navakholo Sub-District Hospital
31273,57,Emergency Obstetric Care,15844,Kakamega Central Nursing Home
22023,57,Emergency Obstetric Care,15338,Ngarua Catholic Dispensary
28571,57,Emergency Obstetric Care,13369,Iftin Sub-District Hospital
29295,57,Emergency Obstetric Care,11481,Kinarani Dispensary
28810,57,Emergency Obstetric Care,14866,Kilibwoni Health Centre
28653,57,Emergency Obstetric Care,14749,Kapsabet District Hospital
29021,57,Emergency Obstetric Care,14368,Chepterit Mission Health Centre
33528,57,Emergency Obstetric Care,17182,Givole Dispensary
28996,57,Emergency Obstetric Care,14704,Kapkangani Health Centre
32782,57,Emergency Obstetric Care,12015,Family Care Medical Centre (Meru)
29104,57,Emergency Obstetric Care,15231,Mother Franciscan Mission Health Centre
22183,57,Emergency Obstetric Care,14763,Kapsiwon Tea Dispensary
28677,57,Emergency Obstetric Care,13704,Kisumu District Hospital
22204,57,Emergency Obstetric Care,15211,Mokong Tea Dispensary
22219,57,Emergency Obstetric Care,15699,Taito Tea Dispensary
21338,57,Emergency Obstetric Care,14965,Koilot Health Centre
23309,57,Emergency Obstetric Care,15603,Sochoi Dispensary
23146,57,Emergency Obstetric Care,15412,Ollessos Holy Family Dispensary
30757,57,Emergency Obstetric Care,12027,Gakoromone Dispensary
23248,57,Emergency Obstetric Care,15819,Bukembe Dispensary
21289,57,Emergency Obstetric Care,15825,Bumula Health Centre
24133,57,Emergency Obstetric Care,16457,Kaptisi Dispensary
24509,57,Emergency Obstetric Care,16458,Kimogoi Dispensary
26624,57,Emergency Obstetric Care,16455,Joint Partner Medical Clinic
22184,57,Emergency Obstetric Care,14629,Kaboswa Tea Dispensary
22187,57,Emergency Obstetric Care,14844,Khartoum Tea Dispensary
22182,57,Emergency Obstetric Care,14901,Kipkoimet Tea Dispensary
22179,57,Emergency Obstetric Care,14829,Kepchomo Tea Dispensary
22203,57,Emergency Obstetric Care,15591,Siret Tea Dispensary
22178,57,Emergency Obstetric Care,14748,Kaprachoge Tea Dispensary
22177,57,Emergency Obstetric Care,14847,Kibabet Tea Dispensary
22209,57,Emergency Obstetric Care,14900,Kipkoigen Tea Dispensary
23296,57,Emergency Obstetric Care,14351,Chepkunyuk Dispensary
23312,57,Emergency Obstetric Care,15598,Siwo Dispensary
33357,57,Emergency Obstetric Care,17014,Kipkoror Dispensary
22826,57,Emergency Obstetric Care,14821,Keben Dispensary
23310,57,Emergency Obstetric Care,15602,Sochoi (AIC) Dispensary
29685,57,Emergency Obstetric Care,11940,Badassa Dispensary
22486,57,Emergency Obstetric Care,14484,Ewaso Ngiro Dispensary
23346,57,Emergency Obstetric Care,15363,Nkareta Dispensary
22730,57,Emergency Obstetric Care,14689,Kanyarkwat Dispensary
23389,57,Emergency Obstetric Care,14356,Chepnyal Dispensary
26204,57,Emergency Obstetric Care,15829,Bungoma Medical Centre
23185,57,Emergency Obstetric Care,15869,Ekitale Dispensary
21113,57,Emergency Obstetric Care,15935,Khasoko Health Centre
21095,57,Emergency Obstetric Care,15941,Kibabii Health Centre
21652,57,Emergency Obstetric Care,15984,Machwele Dispensary
24128,57,Emergency Obstetric Care,15944,Kibuke Dispensary
22205,57,Emergency Obstetric Care,16085,Nzoia Sugar Dispensary
21668,57,Emergency Obstetric Care,16156,Victorious Living Ministries (Vlm) Dispensary
24665,57,Emergency Obstetric Care,16138,St Damiano Nursing Home
28848,57,Emergency Obstetric Care,15682,Suguta Marmar Health Centre
33533,57,Emergency Obstetric Care,17187,Soko Medical Clinic
28539,57,Emergency Obstetric Care,15126,Maralal District Hospital
